_link,_link_releases,_link_main,id,title,description,status,value_amount,value_currency,submissionTerms_electronicSubmissionPolicy
0.releases.1.tender.lots.0,0.releases.1,0,1,LOCATION CANTINE,LOCATION CANTINE,active,300000,RWF,allowed
0.releases.2.tender.lots.0,0.releases.2,0,1,Refreshment of hospital staff and visitors,Refreshment of hospital staff and visitors,active,8400000,RWF,allowed
0.releases.3.tender.lots.0,0.releases.3,0,1,Re-Advertising of Cleaning services,Cleaning services,active,129000000,RWF,allowed
0.releases.4.tender.lots.0,0.releases.4,0,1,LotNo1,,active,,,allowed
0.releases.5.tender.lots.0,0.releases.5,0,1,LotNo1,,active,,,allowed
0.releases.5.tender.lots.1,0.releases.5,0,1,Hiring a Consultancy firm for preparation of Resettlement Action Plan (RAP) report for Bugarama marshland,RAP Bugarama marshland,active,27900000,RWF,allowed
0.releases.6.tender.lots.0,0.releases.6,0,1,LotNo1,,active,,,allowed
0.releases.6.tender.lots.1,0.releases.6,0,1,Hiring a Consultancy firm for preparation of Resettlement Action Plan (RAP) report for Bugarama marshland,RAP Bugarama marshland,active,27900000,RWF,allowed
0.releases.7.tender.lots.0,0.releases.7,0,1,Rehabilitation works for Muvumba 8 (1500ha),Rehabilitation works for Muvumba 8 (1500ha),active,3105371162,RWF,allowed
0.releases.9.tender.lots.0,0.releases.9,0,1,LotNo1,,active,,,allowed
0.releases.9.tender.lots.1,0.releases.9,0,1,"Hiring consulting firm to conduct feasibility studies for the development of a Tannery Park Special Economic Zone, including an Environmental Impact Assessment and engineering designs for the SEZ.","Hiring consulting firm to conduct feasibility studies for the development of a Tannery Park Special Economic Zone, including an Environmental Impact Assessment and engineering designs for the SEZ",active,480700500,RWF,allowed
0.releases.10.tender.lots.0,0.releases.10,0,1,LotNo1,,active,,,allowed
0.releases.10.tender.lots.1,0.releases.10,0,1,"Hiring consulting firm to conduct feasibility studies for the development of a Tannery Park Special Economic Zone, including an Environmental Impact Assessment and engineering designs for the SEZ.","Hiring consulting firm to conduct feasibility studies for the development of a Tannery Park Special Economic Zone, including an Environmental Impact Assessment and engineering designs for the SEZ",active,480700500,RWF,allowed
0.releases.11.tender.lots.0,0.releases.11,0,1,LotNo1,,active,,,allowed
0.releases.12.tender.lots.0,0.releases.12,0,1,LotNo1,,active,,,allowed
0.releases.14.tender.lots.0,0.releases.14,0,1,Rehabilitation of Teachers Hostel,Rehabilitation of Teachers Hostel,active,26310540,RWF,allowed
0.releases.14.tender.lots.1,0.releases.14,0,1,Rehabilitation of Teachers Hostel,Rehabilitation of Teachers Hostel,active,26310540,RWF,allowed
0.releases.15.tender.lots.0,0.releases.15,0,1,"Provision of Sports and Recreational Facilities for RFI Staff: Access to Gym, Aerobics, Sauna, and Swimming","Provision of Sports and Recreational Facilities for RFI Staff: Access to Gym, Aerobics, Sauna, and Swimming",active,12000000,RWF,allowed
0.releases.17.tender.lots.0,0.releases.17,0,1,"Provision of Sports and Recreational Facilities for RFI Staff: Access to Gym, Aerobics, Sauna, and Swimming","Provision of Sports and Recreational Facilities for RFI Staff: Access to Gym, Aerobics, Sauna, and Swimming",active,12000000,RWF,allowed
0.releases.18.tender.lots.0,0.releases.18,0,1,"Tender for conception, design and printing of documents and other material for MINUBUMWE 's events( Certificates,  Umbrellas , pull-up banners, branded t-shirts,….","Tender for conception, design and printing of documents and other material for MINUBUMWE 's events( Certificates,  Umbrellas , pull-up banners, branded t-shirts,….",active,200000000,RWF,allowed
0.releases.19.tender.lots.0,0.releases.19,0,1,"Provision of Sports and Recreational Facilities for RFI Staff: Access to Gym, Aerobics, Sauna, and Swimming","Provision of Sports and Recreational Facilities for RFI Staff: Access to Gym, Aerobics, Sauna, and Swimming",active,12000000,RWF,allowed
0.releases.20.tender.lots.0,0.releases.20,0,1,"Provision of Sports and Recreational Facilities for RFI Staff: Access to Gym, Aerobics, Sauna, and Swimming","Provision of Sports and Recreational Facilities for RFI Staff: Access to Gym, Aerobics, Sauna, and Swimming",active,12000000,RWF,allowed
0.releases.21.tender.lots.0,0.releases.21,0,1,UPPLY OF FUEL FOR FPU TRAINING,,active,2190916945,RWF,allowed
0.releases.23.tender.lots.0,0.releases.23,0,1,"SUPPLY OF SPORT WEAR FOR POLICE ATHLETICS, KARATE AND TAEKWONDO CLUBS",,active,60030000,RWF,allowed
0.releases.25.tender.lots.0,0.releases.25,0,1,Management of Gicumbi District slaughter located in Byumba sector ,Management of Gicumbi District slaughter located in Byumba sector per month,active,1,RWF,allowed
0.releases.26.tender.lots.0,0.releases.26,0,1,Hire a company to provide TV weather presenters outfit,Hire a company to provide TV weather presenters outfit,active,25600000,RWF,allowed
0.releases.27.tender.lots.0,0.releases.27,0,1,Hire a company to provide TV weather presenters outfit,Hire a company to provide TV weather presenters outfit,active,25600000,RWF,allowed
0.releases.32.tender.lots.0,0.releases.32,0,1,LotNo1,,active,,,allowed
0.releases.32.tender.lots.1,0.releases.32,0,1,Consultancy Services to provide Contract Management and Construction Supervision for the Gatenga Informal Settlements Upgrading Works,Consultancy Services to provide Contract Management and Construction Supervision for the Gatenga Informal Settlements Upgrading Works,active,1940000000,RWF,allowed
0.releases.33.tender.lots.0,0.releases.33,0,1,LotNo1,,active,,,allowed
0.releases.33.tender.lots.1,0.releases.33,0,1,Consultancy Services to provide Contract Management and Construction Supervision for the Gatenga Informal Settlements Upgrading Works,Consultancy Services to provide Contract Management and Construction Supervision for the Gatenga Informal Settlements Upgrading Works,active,1940000000,RWF,allowed
0.releases.34.tender.lots.0,0.releases.34,0,1,LotNo1,,active,,,allowed
0.releases.34.tender.lots.1,0.releases.34,0,1,TA for consultancy services for storm-water management master plan  in the COK,TA for consultancy services for storm-water management master plan  in the COK,active,1000000000,RWF,allowed
0.releases.35.tender.lots.0,0.releases.35,0,1,LotNo1,,active,,,allowed
0.releases.35.tender.lots.1,0.releases.35,0,1,TA for consultancy services for storm-water management master plan  in the COK,TA for consultancy services for storm-water management master plan  in the COK,active,1000000000,RWF,allowed
0.releases.36.tender.lots.0,0.releases.36,0,1,Periodic maintenance of roads in NYAMAGABE DISTRICT,Periodic maintenance of roads in NYAMAGABE DISTRICT,active,50677101,RWF,allowed
0.releases.37.tender.lots.0,0.releases.37,0,1,Supply of laboratory gases on a framework contract,,active,8000000,RWF,allowed
0.releases.37.tender.lots.1,0.releases.37,0,2,Supply of laboratory gases on a framework contract,,active,10000000,RWF,allowed
0.releases.38.tender.lots.0,0.releases.38,0,1,Supply of laboratory gases on a framework contract,,active,8000000,RWF,allowed
0.releases.38.tender.lots.1,0.releases.38,0,2,Supply of laboratory gases on a framework contract,,active,10000000,RWF,allowed
0.releases.39.tender.lots.0,0.releases.39,0,1,Maintenance and repair of assets at Nyamagabe Rehabilitation Center,Maintenance and repair of assets at Nyamagabe Rehabilitation Center,active,8502840,RWF,allowed
0.releases.40.tender.lots.0,0.releases.40,0,1,Tender For Cleaning Services of Public Places In Byimana and Mbuye Sectors,Tender For Cleaning Services of Public Places In Byimana and Mbuye Sectors,active,10000000,RWF,allowed
0.releases.41.tender.lots.0,0.releases.41,0,1,Sport services,Sport services,active,20000000,RWF,allowed
0.releases.42.tender.lots.0,0.releases.42,0,1,"Operationalization of Home Based ECD(HBECD)/porridge for 251HBECD (Gasab0:187, Kicukiro:19; Nyarugenge:45)",,active,108432000,RWF,allowed
0.releases.43.tender.lots.0,0.releases.43,0,1,Supply of chalk in all districts on framework contract,,active,1081046213,RWF,allowed
0.releases.44.tender.lots.0,0.releases.44,0,1,LotNo1,,active,,,allowed
0.releases.44.tender.lots.1,0.releases.44,0,1,TA for consultancy services for storm-water management master plan  in the COK,TA for consultancy services for storm-water management master plan  in the COK,active,1000000000,RWF,allowed
0.releases.45.tender.lots.0,0.releases.45,0,1,LotNo1,,active,,,allowed
0.releases.45.tender.lots.1,0.releases.45,0,1,TA for consultancy services for storm-water management master plan  in the COK,TA for consultancy services for storm-water management master plan  in the COK,active,1000000000,RWF,allowed
0.releases.46.tender.lots.0,0.releases.46,0,1,LotNo1,,active,,,allowed
0.releases.46.tender.lots.1,0.releases.46,0,1,Consultancy Services to provide Contract Management and Construction Supervision for the Gatenga Informal Settlements Upgrading Works,Consultancy Services to provide Contract Management and Construction Supervision for the Gatenga Informal Settlements Upgrading Works,active,1940000000,RWF,allowed
0.releases.47.tender.lots.0,0.releases.47,0,1,LotNo1,,active,,,allowed
0.releases.47.tender.lots.1,0.releases.47,0,1,Consultancy Services to provide Contract Management and Construction Supervision for the Gatenga Informal Settlements Upgrading Works,Consultancy Services to provide Contract Management and Construction Supervision for the Gatenga Informal Settlements Upgrading Works,active,1940000000,RWF,allowed
0.releases.48.tender.lots.0,0.releases.48,0,1,SPORT SHOES,,active,16000000,RWF,allowed
0.releases.48.tender.lots.1,0.releases.48,0,2,"SPORT WEARS FOR FOOTBALL, HANDBALL, VOLLEYBALL AND BASKETBALL",,active,16000000,RWF,allowed
0.releases.48.tender.lots.2,0.releases.48,0,3,OTHER SPORT EQUIPMENT,,active,18000000,RWF,allowed
0.releases.50.tender.lots.0,0.releases.50,0,1, supply of office furniture,,active,100000000,RWF,allowed
0.releases.52.tender.lots.0,0.releases.52,0,1,Equipping RMF meeting rooms,,active,6000000,RWF,allowed
0.releases.54.tender.lots.0,0.releases.54,0,1,Maintenance and/or Repairs of Kigeme Hospital Buildings,Maintenance and/or Repairs of Kigeme Hospital Buildings,active,25000000,RWF,allowed
0.releases.56.tender.lots.0,0.releases.56,0,1,Supply of Vehicle Tyres,,active,16730000,RWF,allowed
0.releases.57.tender.lots.0,0.releases.57,0,1,Conducting a full feasibility study of bridges in Rulindo District,Conducting a full feasibility study of bridges in Rulindo District,active,30000000,RWF,allowed
0.releases.58.tender.lots.0,0.releases.58,0,1,Conducting a full feasibility study of bridges in Rulindo District,Conducting a full feasibility study of bridges in Rulindo District,active,30000000,RWF,allowed
0.releases.59.tender.lots.0,0.releases.59,0,1,Conducting a full feasibility study of bridges in Rulindo District,Conducting a full feasibility study of bridges in Rulindo District,active,30000000,RWF,allowed
0.releases.61.tender.lots.0,0.releases.61,0,1,Conducting a full feasibility study of bridges in Rulindo District,Conducting a full feasibility study of bridges in Rulindo District,active,30000000,RWF,allowed
0.releases.63.tender.lots.0,0.releases.63,0,1,Supply of tyres for Kigeme District Hospital's motor vehicles,,active,12000000,RWF,allowed
0.releases.64.tender.lots.0,0.releases.64,0,1,Maintenance and/or Repairs of Kigeme Hospital Buildings,Maintenance and/or Repairs of Kigeme Hospital Buildings,active,25000000,RWF,allowed
0.releases.65.tender.lots.0,0.releases.65,0,1,"Provision of Sports and Recreational Facilities for RFI Staff: Access to Gym, Aerobics, Sauna, and Swimming","Provision of Sports and Recreational Facilities for RFI Staff: Access to Gym, Aerobics, Sauna, and Swimming",active,12000000,RWF,allowed
0.releases.66.tender.lots.0,0.releases.66,0,1,Supply of Drugs& Medical Consumables,,active,12000000,RWF,allowed
0.releases.66.tender.lots.1,0.releases.66,0,2,Supply of Laboratory Reagents & Consumables,,active,6000000,RWF,allowed
0.releases.66.tender.lots.2,0.releases.66,0,3,Supply of Dental Consumables,,active,6000000,RWF,allowed
0.releases.67.tender.lots.0,0.releases.67,0,1,Construction of Ambulance Parking Facility and Electrical Utility Building,Construction of Ambulance Parking Facility and Electrical Utility Building,active,4000000,RWF,allowed
0.releases.68.tender.lots.0,0.releases.68,0,1,Pay the hardware materials supplied for electricity maintenance,,active,5000000,RWF,allowed
0.releases.69.tender.lots.0,0.releases.69,0,1,Providing codification of MINUBUMWE Assets,Providing codification of MINUBUMWE Assets,active,10000000,RWF,allowed
0.releases.70.tender.lots.0,0.releases.70,0,1,"Tender for conception, design and printing of documents and other material for MINUBUMWE 's events( Certificates,  Umbrellas , pull-up banners, branded t-shirts,….","Tender for conception, design and printing of documents and other material for MINUBUMWE 's events( Certificates,  Umbrellas , pull-up banners, branded t-shirts,….",active,200000000,RWF,allowed
0.releases.71.tender.lots.0,0.releases.71,0,1,"Tender for decoration, Flags, and Supply of Banners in event of Gisagara District ( Framework Contract)",Decoration,active,15000000,RWF,allowed
0.releases.72.tender.lots.0,0.releases.72,0,1,"Tender for conception, design and printing of documents and other material for MINUBUMWE 's events( Certificates,  Umbrellas , pull-up banners, branded t-shirts,….","Tender for conception, design and printing of documents and other material for MINUBUMWE 's events( Certificates,  Umbrellas , pull-up banners, branded t-shirts,….",active,200000000,RWF,allowed
0.releases.73.tender.lots.0,0.releases.73,0,1,"Tender for conception, design and printing of documents and other material for MINUBUMWE 's events( Certificates,  Umbrellas , pull-up banners, branded t-shirts,….","Tender for conception, design and printing of documents and other material for MINUBUMWE 's events( Certificates,  Umbrellas , pull-up banners, branded t-shirts,….",active,200000000,RWF,allowed
0.releases.74.tender.lots.0,0.releases.74,0,1,"Tender for conception, design and printing of documents and other material for MINUBUMWE 's events( Certificates,  Umbrellas , pull-up banners, branded t-shirts,….","Tender for conception, design and printing of documents and other material for MINUBUMWE 's events( Certificates,  Umbrellas , pull-up banners, branded t-shirts,….",active,200000000,RWF,allowed
0.releases.75.tender.lots.0,0.releases.75,0,1,"Tender for conception, design and printing of documents and other material for MINUBUMWE 's events( Certificates,  Umbrellas , pull-up banners, branded t-shirts,….","Tender for conception, design and printing of documents and other material for MINUBUMWE 's events( Certificates,  Umbrellas , pull-up banners, branded t-shirts,….",active,200000000,RWF,allowed
0.releases.76.tender.lots.0,0.releases.76,0,1,"Tender for conception, design and printing of documents and other material for MINUBUMWE 's events( Certificates,  Umbrellas , pull-up banners, branded t-shirts,….","Tender for conception, design and printing of documents and other material for MINUBUMWE 's events( Certificates,  Umbrellas , pull-up banners, branded t-shirts,….",active,200000000,RWF,allowed
0.releases.77.tender.lots.0,0.releases.77,0,1,Purchase and supply of Productive asset transfer for vulnerable households,,active,80000000,RWF,allowed
0.releases.78.tender.lots.0,0.releases.78,0,1,Purchase and supply of Productive asset transfer for vulnerable households,,active,80000000,RWF,allowed
0.releases.79.tender.lots.0,0.releases.79,0,1,Provision of Two and three STAR hotel services on annual basis,HOTEL,active,100000000,RWF,allowed
0.releases.80.tender.lots.0,0.releases.80,0,1,Annual provisions of sports services,,active,32000000,RWF,allowed
0.releases.81.tender.lots.0,0.releases.81,0,1,Annual provisions of sports services,,active,32000000,RWF,allowed
0.releases.82.tender.lots.0,0.releases.82,0,1,Annual provisions of sports services,,active,32000000,RWF,allowed
0.releases.83.tender.lots.0,0.releases.83,0,1,"Tender for decoration, Flags, and Supply of Banners in event of Gisagara District ( Framework Contract)",Decoration,active,15000000,RWF,allowed
0.releases.84.tender.lots.0,0.releases.84,0,1,REHABILITATION OF GATONDE HC-KAMONYI-NYUNDO-RUREMBO-GATABA-KIBAYA-MASHYA AND BITOVU-MURAMBI-RUHANGO-NYANGE ROADS PHASE I,REHABILITATION OF GATONDE HC-KAMONYI-NYUNDO-RUREMBO-GATABA-KIBAYA-MASHYA AND BITOVU-MURAMBI-RUHANGO-NYANGE ROADS PHASE I,active,1974717026,RWF,allowed
0.releases.85.tender.lots.0,0.releases.85,0,1,Provision of Insurance services cover for Administration Office Complex Building( AOC),Provision of Insurance services cover for Administration Office Complex Building( AOC),active,60000000,RWF,allowed
0.releases.87.tender.lots.0,0.releases.87,0,1,"Service of gym, swimming, sauna, massage, playground and related sports facilities within the city of kigali",sport facilities,active,5000000,RWF,allowed
0.releases.88.tender.lots.0,0.releases.88,0,1,LotNo1,,active,,,allowed
0.releases.88.tender.lots.1,0.releases.88,0,1,"Hiring consulting firm to conduct feasibility studies for the development of a Tannery Park Special Economic Zone, including an Environmental Impact Assessment and engineering designs for the SEZ.","Hiring consulting firm to conduct feasibility studies for the development of a Tannery Park Special Economic Zone, including an Environmental Impact Assessment and engineering designs for the SEZ",active,480700500,RWF,allowed
0.releases.89.tender.lots.0,0.releases.89,0,1,LotNo1,,active,,,allowed
0.releases.89.tender.lots.1,0.releases.89,0,1,"Hiring consulting firm to conduct feasibility studies for the development of a Tannery Park Special Economic Zone, including an Environmental Impact Assessment and engineering designs for the SEZ.","Hiring consulting firm to conduct feasibility studies for the development of a Tannery Park Special Economic Zone, including an Environmental Impact Assessment and engineering designs for the SEZ",active,480700500,RWF,allowed
0.releases.90.tender.lots.0,0.releases.90,0,3,Supply of Cleaning& Hygiene materials ( LOT 3),,active,68094208,RWF,allowed
0.releases.90.tender.lots.1,0.releases.90,0,1,Supply of Cleaning& Hygiene materials (LOT 1),,active,30000000,RWF,allowed
0.releases.90.tender.lots.2,0.releases.90,0,2,Supply of Cleaning& Hygiene materials ( LOT 2),,active,90000000,RWF,allowed
0.releases.90.tender.lots.3,0.releases.90,0,3,Supply of Cleaning& Hygiene materials ( LOT 3),,active,68094208,RWF,allowed
0.releases.91.tender.lots.0,0.releases.91,0,1,"Provision of Sports and Recreational Facilities for RFI Staff: Access to Gym, Aerobics, Sauna, and Swimming","Provision of Sports and Recreational Facilities for RFI Staff: Access to Gym, Aerobics, Sauna, and Swimming",active,12000000,RWF,allowed
0.releases.92.tender.lots.0,0.releases.92,0,1,LotNo1,,active,,,allowed
0.releases.92.tender.lots.1,0.releases.92,0,1,"Consultancy Services to provide Design Review, Contract Management and Construction Supervision for the 6 Flood Risk Hotspots Rehabilitation Works","Consultancy Services to provide Design Review, Contract Management and Construction Supervision for the 6 Flood Risk Hotspots Rehabilitation Works",active,1200000000,RWF,allowed
0.releases.93.tender.lots.0,0.releases.93,0,1,LotNo1,,active,,,allowed
0.releases.93.tender.lots.1,0.releases.93,0,1,"Consultancy Services to provide Design Review, Contract Management and Construction Supervision for the 6 Flood Risk Hotspots Rehabilitation Works","Consultancy Services to provide Design Review, Contract Management and Construction Supervision for the 6 Flood Risk Hotspots Rehabilitation Works",active,1200000000,RWF,allowed
0.releases.96.tender.lots.0,0.releases.96,0,1,LotNo1,,active,,,allowed
0.releases.96.tender.lots.1,0.releases.96,0,1,"Consultancy Services to provide Design Review, Contract Management and Construction Supervision for the 6 Flood Risk Hotspots Rehabilitation Works","Consultancy Services to provide Design Review, Contract Management and Construction Supervision for the 6 Flood Risk Hotspots Rehabilitation Works",active,1200000000,RWF,allowed
0.releases.97.tender.lots.0,0.releases.97,0,1,LotNo1,,active,,,allowed
0.releases.97.tender.lots.1,0.releases.97,0,1,"Consultancy Services to provide Design Review, Contract Management and Construction Supervision for the 6 Flood Risk Hotspots Rehabilitation Works","Consultancy Services to provide Design Review, Contract Management and Construction Supervision for the 6 Flood Risk Hotspots Rehabilitation Works",active,1200000000,RWF,allowed
0.releases.98.tender.lots.0,0.releases.98,0,1,TENDER OF  FRAMEWORK AGREEMENT FOR  SUPPLY  FUEL ,,active,72000000,RWF,allowed
0.releases.99.tender.lots.0,0.releases.99,0,1,Providing codification of MINUBUMWE Assets,Providing codification of MINUBUMWE Assets,active,10000000,RWF,allowed
0.releases.100.tender.lots.0,0.releases.100,0,1,Supply of office furniture,,active,55000000,RWF,allowed
0.releases.101.tender.lots.0,0.releases.101,0,1,Tender of purchase Mineral water for staff and others,,active,12456,RWF,allowed
0.releases.103.tender.lots.0,0.releases.103,0,1,Supply and installation of air conditioners,,active,6200000,RWF,allowed
0.releases.105.tender.lots.0,0.releases.105,0,1,Tender for maintenance of waste water treatment plant in Gacuriro real estate and IDP models,Tender for maintenance of waste water treatment plant in Gacuriro real estate and IDP models,active,153000000,RWF,allowed
0.releases.106.tender.lots.0,0.releases.106,0,1,Transport services for civil servants across the country,LOT 1,active,20000000,RWF,allowed
0.releases.106.tender.lots.1,0.releases.106,0,2,Transport services for civil servants across the country,LOT 2,active,30000000,RWF,allowed
0.releases.106.tender.lots.2,0.releases.106,0,3,Transport services for civil servants across the country,LOT 3,active,50000000,RWF,allowed
0.releases.108.tender.lots.0,0.releases.108,0,1,Supply and installation of air conditioners,,active,6200000,RWF,allowed
0.releases.109.tender.lots.0,0.releases.109,0,1,Supply of stationary,,active,8445000,RWF,allowed
0.releases.112.tender.lots.0,0.releases.112,0,1,cleaning & gardening services at RBA headquarters,Head quarters kacyiru,active,44518800,RWF,allowed
0.releases.112.tender.lots.1,0.releases.112,0,2,"cleaning services at RBA transmission sites (17 site), community Radios (5) and Regional information centers (2)","Upcountry radios, offices & transmission sites",active,35000000,RWF,allowed
0.releases.113.tender.lots.0,0.releases.113,0,1,"Supply, installation and Commissioning Microwave Plasma Atomic Emission    Spectrometer MPAES and its accessories",,active,200000000,RWF,allowed
0.releases.114.tender.lots.0,0.releases.114,0,1,Tailoring consumables for Musanze cf,,active,8606800,RWF,allowed
0.releases.114.tender.lots.1,0.releases.114,0,2,Hairdressing consumable for Musanze cf,,active,10630500,RWF,allowed
0.releases.114.tender.lots.2,0.releases.114,0,3,Construction consumables for Ngoma cf,,active,12036700,RWF,allowed
0.releases.114.tender.lots.3,0.releases.114,0,4,construction consumables for Nyagatare cf,,active,7616000,RWF,allowed
0.releases.114.tender.lots.4,0.releases.114,0,5,Hairdressing consumables for Nyagatare cf,,active,5600900,RWF,allowed
0.releases.114.tender.lots.5,0.releases.114,0,6,Tailoring consumables for Ngoma cf,,active,5213400,RWF,allowed
0.releases.114.tender.lots.6,0.releases.114,0,7,Veterenary consumables for Nyamagabe cf ,,active,6482000,RWF,allowed
0.releases.114.tender.lots.7,0.releases.114,0,8,Tailoring consumables for Rusizi cf,,active,3712500,RWF,allowed
0.releases.114.tender.lots.8,0.releases.114,0,9,Construction consumables for Gicumbi cf,,active,7709800,RWF,allowed
0.releases.114.tender.lots.9,0.releases.114,0,10,Agriculture consumables for Nyamagabe cf,,active,4740000,RWF,allowed
0.releases.114.tender.lots.10,0.releases.114,0,11,Welding consumables for Muhanaga cf,,active,15360800,RWF,allowed
0.releases.114.tender.lots.11,0.releases.114,0,12,Construction consumables for Muhanga cf,,active,7576600,RWF,allowed
0.releases.114.tender.lots.12,0.releases.114,0,13,Tailoring consumables for Nyagatare cf,,active,5213400,RWF,allowed
0.releases.114.tender.lots.13,0.releases.114,0,14,Welding consumables for Nyagatare cf,,active,6547800,RWF,allowed
0.releases.114.tender.lots.14,0.releases.114,0,15,Crpentery consumables for  Nyagatare cf ,,active,1675000,RWF,allowed
0.releases.115.tender.lots.0,0.releases.115,0,1,Tailoring consumables for Musanze cf,,active,8606800,RWF,allowed
0.releases.115.tender.lots.1,0.releases.115,0,2,Hairdressing consumable for Musanze cf,,active,10630500,RWF,allowed
0.releases.115.tender.lots.2,0.releases.115,0,3,Construction consumables for Ngoma cf,,active,12036700,RWF,allowed
0.releases.115.tender.lots.3,0.releases.115,0,4,construction consumables for Nyagatare cf,,active,7616000,RWF,allowed
0.releases.115.tender.lots.4,0.releases.115,0,5,Hairdressing consumables for Nyagatare cf,,active,5600900,RWF,allowed
0.releases.115.tender.lots.5,0.releases.115,0,6,Tailoring consumables for Ngoma cf,,active,5213400,RWF,allowed
0.releases.115.tender.lots.6,0.releases.115,0,7,Veterenary consumables for Nyamagabe cf ,,active,6482000,RWF,allowed
0.releases.115.tender.lots.7,0.releases.115,0,8,Tailoring consumables for Rusizi cf,,active,3712500,RWF,allowed
0.releases.115.tender.lots.8,0.releases.115,0,9,Construction consumables for Gicumbi cf,,active,7709800,RWF,allowed
0.releases.115.tender.lots.9,0.releases.115,0,10,Agriculture consumables for Nyamagabe cf,,active,4740000,RWF,allowed
0.releases.115.tender.lots.10,0.releases.115,0,11,Welding consumables for Muhanaga cf,,active,15360800,RWF,allowed
0.releases.115.tender.lots.11,0.releases.115,0,12,Construction consumables for Muhanga cf,,active,7576600,RWF,allowed
0.releases.115.tender.lots.12,0.releases.115,0,13,Tailoring consumables for Nyagatare cf,,active,5213400,RWF,allowed
0.releases.115.tender.lots.13,0.releases.115,0,14,Welding consumables for Nyagatare cf,,active,6547800,RWF,allowed
0.releases.115.tender.lots.14,0.releases.115,0,15,Crpentery consumables for  Nyagatare cf ,,active,1675000,RWF,allowed
0.releases.116.tender.lots.0,0.releases.116,0,1,Acquisition of Protocol staff clothes,,active,25000000,RWF,allowed
0.releases.117.tender.lots.0,0.releases.117,0,1,Supply of stationeries and other supplies in Nyamasheke District,,active,24000000,RWF,allowed
0.releases.118.tender.lots.0,0.releases.118,0,1,LotNo1,,active,,,allowed
0.releases.120.tender.lots.0,0.releases.120,0,1,Supervision of proposed beautifications at Amahoro Stadium,Supervision of proposed beautifications at Amahoro Stadium,active,84234541,RWF,allowed
0.releases.121.tender.lots.0,0.releases.121,0,1,"Provision of Sports and Recreational Facilities for RFI Staff: Access to Gym, Aerobics, Sauna, and Swimming","Provision of Sports and Recreational Facilities for RFI Staff: Access to Gym, Aerobics, Sauna, and Swimming",active,12000000,RWF,allowed
0.releases.122.tender.lots.0,0.releases.122,0,1,Tender for purchase of medical equipments,,active,30000000,RWF,allowed
0.releases.123.tender.lots.0,0.releases.123,0,1,Provide Services of codification and engraving of RPPA Assets,Provide Services of codification and engraving of RPPA Assets,active,6000000,RWF,allowed
0.releases.124.tender.lots.0,0.releases.124,0,1,Tender for annual provision of sport services and recreational facilities for MININFRA Staff.,Tender for annual provision of sport services and recreational facilities for MININFRA Staff.,active,15000000,RWF,allowed
0.releases.125.tender.lots.0,0.releases.125,0,1,Supply of charcoal and wood wastes,,active,25000000,RWF,allowed
0.releases.125.tender.lots.1,0.releases.125,0,1,Supply of charcoal and wood wastes,,active,25000000,RWF,allowed
0.releases.126.tender.lots.0,0.releases.126,0,1,Tender for annual provision of sport services and recreational facilities for MININFRA Staff.,Tender for annual provision of sport services and recreational facilities for MININFRA Staff.,active,15000000,RWF,allowed
0.releases.127.tender.lots.0,0.releases.127,0,1,Tender for annual provision of sport services and recreational facilities for MININFRA Staff.,Tender for annual provision of sport services and recreational facilities for MININFRA Staff.,active,15000000,RWF,allowed
0.releases.128.tender.lots.0,0.releases.128,0,1,Tender for annual provision of sport services and recreational facilities for MININFRA Staff.,Tender for annual provision of sport services and recreational facilities for MININFRA Staff.,active,15000000,RWF,allowed
0.releases.129.tender.lots.0,0.releases.129,0,1,Provision of Insurance services cover for Administration Office Complex Building( AOC),Provision of Insurance services cover for Administration Office Complex Building( AOC),active,60000000,RWF,allowed
0.releases.130.tender.lots.0,0.releases.130,0,1,Hiring a poverty dynamics analysis expert to provide technical assistance to support the design and analysis of the EICV8.,Consultant services,active,81577020,RWF,allowed
0.releases.131.tender.lots.0,0.releases.131,0,1,Provision of  vehicle Insurance GR 709D,Provision of  vehicle Insurance ,active,2000000,RWF,allowed
0.releases.134.tender.lots.0,0.releases.134,0,1,Rehabilitate Gaseke-Muyanza chipseal road (9.4km) by construction of bridges in Phase II in Gicumbi District,Rehabilitate Gaseke-Muyanza chipseal road (9.4km) by construction of bridges in Phase II in Gicumbi District,active,251216494,RWF,allowed
0.releases.136.tender.lots.0,0.releases.136,0,1,Tender for annual provision of sport services and recreational facilities for MININFRA Staff.,Tender for annual provision of sport services and recreational facilities for MININFRA Staff.,active,15000000,RWF,allowed
0.releases.137.tender.lots.0,0.releases.137,0,1,Supply for Office Furniture,,active,20175000,RWF,allowed
0.releases.137.tender.lots.1,0.releases.137,0,1,Supply for Office Furniture,,active,20175000,RWF,allowed
0.releases.138.tender.lots.0,0.releases.138,0,1,Tailoring consumables for Musanze cf,,active,8606800,RWF,allowed
0.releases.138.tender.lots.1,0.releases.138,0,2,Hairdressing consumable for Musanze cf,,active,10630500,RWF,allowed
0.releases.138.tender.lots.2,0.releases.138,0,3,Construction consumables for Ngoma cf,,active,12036700,RWF,allowed
0.releases.138.tender.lots.3,0.releases.138,0,4,construction consumables for Nyagatare cf,,active,7616000,RWF,allowed
0.releases.138.tender.lots.4,0.releases.138,0,5,Hairdressing consumables for Nyagatare cf,,active,5600900,RWF,allowed
0.releases.138.tender.lots.5,0.releases.138,0,6,Tailoring consumables for Ngoma cf,,active,5213400,RWF,allowed
