_link,_link_releases,_link_main,id,name,roles,identifier_scheme,identifier_id,identifier_legalName,address_streetAddress,address_locality,address_region,address_postalCode,address_countryName,contactPoint_name,contactPoint_email,contactPoint_telephone
0.releases.971.parties.0,0.releases.971,0,RW-RRA-PE-2670965be1ff7f1ee86ce1f497524baa9cf9267be36cb0f749950053f25d1b8d,NGARAMA DISTRICT HOSPITAL,"buyer,procuringEntity",TIN,RW-RRA-PE-2670965be1ff7f1ee86ce1f497524baa9cf9267be36cb0f749950053f25d1b8d,NGARAMA DISTRICT HOSPITAL,"Ngarama, Gatsibo District","Ngarama, Gatsibo District","Ngarama, Gatsibo District",49 Nyagatare,Rwanda,NZAMBIMANA Jean Bosco,ngarama.hospital@moh.gov.rw,0785398394
0.releases.972.parties.0,0.releases.972,0,RW-RRA-PE-7c98c4af2abf85cb1c29ecdea84f20be36727892b37f18abdbc696615bf44e71,NGOMA DISTRICT,"buyer,procuringEntity",TIN,RW-RRA-PE-7c98c4af2abf85cb1c29ecdea84f20be36727892b37f18abdbc696615bf44e71,NGOMA DISTRICT,Kibungo,Kibungo,Kibungo,01,Rwanda,Tumwine Innocent,innocent.tumwine@ngoma.gov.rw,"0788465090, 0733090002"
0.releases.973.parties.0,0.releases.973,0,RW-RRA-PE-7c98c4af2abf85cb1c29ecdea84f20be36727892b37f18abdbc696615bf44e71,NGOMA DISTRICT,"buyer,procuringEntity",TIN,RW-RRA-PE-7c98c4af2abf85cb1c29ecdea84f20be36727892b37f18abdbc696615bf44e71,NGOMA DISTRICT,Kibungo,Kibungo,Kibungo,01,Rwanda,Tumwine Innocent,innocent.tumwine@ngoma.gov.rw,"0788465090, 0733090002"
0.releases.974.parties.0,0.releases.974,0,RW-RRA-PE-2670965be1ff7f1ee86ce1f497524baa9cf9267be36cb0f749950053f25d1b8d,NGARAMA DISTRICT HOSPITAL,"buyer,procuringEntity",TIN,RW-RRA-PE-2670965be1ff7f1ee86ce1f497524baa9cf9267be36cb0f749950053f25d1b8d,NGARAMA DISTRICT HOSPITAL,"Ngarama, Gatsibo District","Ngarama, Gatsibo District","Ngarama, Gatsibo District",49 Nyagatare,Rwanda,NZAMBIMANA Jean Bosco,ngarama.hospital@moh.gov.rw,0785398394
0.releases.975.parties.0,0.releases.975,0,RW-RRA-PE-9e597b7f71e0389ef99f799c30cb8006a80c569eab9471ddcfad2bf56208fdc6,NYAGATARE DISTRICT,"procuringEntity,buyer",TIN,RW-RRA-PE-9e597b7f71e0389ef99f799c30cb8006a80c569eab9471ddcfad2bf56208fdc6,NYAGATARE DISTRICT,Est,Est,Est,,Rwanda,HATEGEKIMANA Fred,des@nyagatare.gov.rw,0788545864
0.releases.975.parties.1,0.releases.975,0,RW-RRA-SUPLR-bf081abcb8287bed8303a2fddccef5cc2000bf7c30d61354d373aa4d9fcb1bc5,PROGRESSIVE BUILDERS Ltd,tenderer,TIN,RW-RRA-SUPLR-bf081abcb8287bed8303a2fddccef5cc2000bf7c30d61354d373aa4d9fcb1bc5,PROGRESSIVE BUILDERS Ltd,"NGOMA,HUYE,AMAJYEPFO,RWANDA",RWA,,584 Huye,Rwanda,NYIRANEZA  Sylvie,nezasylivie@gmail.com,783401807
0.releases.975.parties.2,0.releases.975,0,RW-RRA-SUPLR-c8be70923f23b1894ce0293ff59526aba8e76df3c086f5e5f5d34ec60914788a,NIIB GENERAL SUPPLY Ltd,tenderer,TIN,RW-RRA-SUPLR-c8be70923f23b1894ce0293ff59526aba8e76df3c086f5e5f5d34ec60914788a,NIIB GENERAL SUPPLY Ltd,NYARUGENGE,RWA,,,Rwanda,TUMUKUNDE  Antoinette,niibsupply@gmail.com,781276381
0.releases.975.parties.3,0.releases.975,0,RW-RRA-SUPLR-cffe70bce1430f697236105a42f80f69eb375a34c524cf716210483ee8c12d8a,M&B SOLUTION Ltd,tenderer,TIN,RW-RRA-SUPLR-cffe70bce1430f697236105a42f80f69eb375a34c524cf716210483ee8c12d8a,M&B SOLUTION Ltd,NYARUGENGE,RWA,,,Rwanda,MUKAMANZI  Odette,mbsolutionltd18@gmail.com,788612808
0.releases.975.parties.4,0.releases.975,0,RW-RRA-SUPLR-2091e549f35e2c0bb999e97e0eb4af7401249823b85fcc3273447b33ff2d1b17,PROMAXI TRADING Ltd,"supplier,tenderer",TIN,RW-RRA-SUPLR-2091e549f35e2c0bb999e97e0eb4af7401249823b85fcc3273447b33ff2d1b17,PROMAXI TRADING Ltd,NYARUGENGE,RWA,,4804 Kigali,Rwanda,GASINZIGWA  Gilbert,gilbertgasi@yahoo.fr,"788565606, 0788316645"
0.releases.976.parties.0,0.releases.976,0,RW-RRA-PE-e12796e001c154b0238939b1c0090cf066d5abffa2b29f6b2a9130d25ee44b34,Rwanda TVET Board,"procuringEntity,buyer",TIN,RW-RRA-PE-e12796e001c154b0238939b1c0090cf066d5abffa2b29f6b2a9130d25ee44b34,Rwanda TVET Board,"Kigali, Gasabo, Kimironko","Kigali, Gasabo, Kimironko","Kigali, Gasabo, Kimironko",,Rwanda,Paul UMUKUNZI,pumukunzi@rtb.gov.rw,"0783558414, 0783558414"
0.releases.976.parties.1,0.releases.976,0,RW-RRA-SUPLR-9a21255a79ab12ad03b24f67e0759a4be06cba366bf46fa6f527377b1c22a337,UPWORK CO. Ltd,"supplier,tenderer",TIN,RW-RRA-SUPLR-9a21255a79ab12ad03b24f67e0759a4be06cba366bf46fa6f527377b1c22a337,UPWORK CO. Ltd,KICUKIRO,RWA,,,Rwanda,SHUMBUSHO  Christian,upworkco.ltd@gmail.com,0788296290
0.releases.976.parties.2,0.releases.976,0,RW-RRA-SUPLR-5c8aad9854268cce19b8a44fa3d6c28f76112b1d3a61437f436eb4fa1c8c8169,SUNPRINT Ltd,tenderer,TIN,RW-RRA-SUPLR-5c8aad9854268cce19b8a44fa3d6c28f76112b1d3a61437f436eb4fa1c8c8169,SUNPRINT Ltd,Kigali-Nyarugenege,RWA,,,Rwanda,Mukamusoni Regine,sunteckno@gmail.com,780319420
0.releases.976.parties.3,0.releases.976,0,RW-RRA-SUPLR-7865ba7265605244e35a6052ae5af4c861af06461e868c0f7e07e2f51be22358,JM MUGAMBIRA SERVICES Ltd,tenderer,TIN,RW-RRA-SUPLR-7865ba7265605244e35a6052ae5af4c861af06461e868c0f7e07e2f51be22358,JM MUGAMBIRA SERVICES Ltd,"Nyarugenge District, Nyarugenge Sector",RWA,,,Rwanda,MUGAMBIRA  Jean Muyango,paulmuyango82@gmail.com,"0788526201, 0731534513"
0.releases.976.parties.4,0.releases.976,0,RW-RRA-SUPLR-0045ff5dcfc915d59dc4db141e2ced1b24dce317a42a60e2184455250d4147b7,NIYIM CONSULTANCY Ltd,tenderer,TIN,RW-RRA-SUPLR-0045ff5dcfc915d59dc4db141e2ced1b24dce317a42a60e2184455250d4147b7,NIYIM CONSULTANCY Ltd,kigali,RWA,,,Rwanda,UWAMAHORO  Renatha,niyimconsultancyltd@gmail.com,735306163
0.releases.976.parties.5,0.releases.976,0,RW-RRA-SUPLR-6d764c763f8f94fb95c6892b5b792e2f035c3d992dfab3ac420bcd14afcf0ae7,NKOTETA COMPANY Limited,tenderer,TIN,RW-RRA-SUPLR-6d764c763f8f94fb95c6892b5b792e2f035c3d992dfab3ac420bcd14afcf0ae7,NKOTETA COMPANY Limited,Muhima/Nyarugenge,RWA,,,Rwanda,IRADUKUNDA  Vanith,nkotetagroupltd@gmail.com,780688331
0.releases.976.parties.6,0.releases.976,0,RW-RRA-SUPLR-03402ee146323feac70ae5c9598d6b3f245f18de23a5d133862ed9b2c3b908aa,FEEDBACK POINT Ltd,tenderer,TIN,RW-RRA-SUPLR-03402ee146323feac70ae5c9598d6b3f245f18de23a5d133862ed9b2c3b908aa,FEEDBACK POINT Ltd,Rwanda,RWA,,,Rwanda,NIRERE  Gloria,gogogloria091@gmail.com,788595596
0.releases.977.parties.0,0.releases.977,0,RW-RRA-PE-9e597b7f71e0389ef99f799c30cb8006a80c569eab9471ddcfad2bf56208fdc6,NYAGATARE DISTRICT,"procuringEntity,buyer",TIN,RW-RRA-PE-9e597b7f71e0389ef99f799c30cb8006a80c569eab9471ddcfad2bf56208fdc6,NYAGATARE DISTRICT,Est,Est,Est,,Rwanda,HATEGEKIMANA Fred,des@nyagatare.gov.rw,0788545864
0.releases.977.parties.1,0.releases.977,0,RW-RRA-SUPLR-af7660b1e7015eac6e459f2f87993ccacbb99c80abc47df85c5eb51f1d75e600,Me NDAMAGE Ferdinand,tenderer,TIN,RW-RRA-SUPLR-af7660b1e7015eac6e459f2f87993ccacbb99c80abc47df85c5eb51f1d75e600,Me NDAMAGE Ferdinand,NYARUGENGE,RWA,,Kigali City,Rwanda,NDAMAGE Ferdinand,ndamagef@gmail.com,"0788414707, 0728414707"
0.releases.977.parties.2,0.releases.977,0,RW-RRA-SUPLR-a757d73fd59f607e09bffacb38c12d74b4fd8c6e7a0e4c1eaf7a40e532b6823d,GUMISIRIZA HILARY,tenderer,TIN,RW-RRA-SUPLR-a757d73fd59f607e09bffacb38c12d74b4fd8c6e7a0e4c1eaf7a40e532b6823d,GUMISIRIZA HILARY,"Nyanza, Gatenga, Kicukiro District, Kigali City",RWA,,,Rwanda,GUMISIRIZA HILARY,gumisirizah@rocketmail.com,250788473074
0.releases.977.parties.3,0.releases.977,0,RW-RRA-SUPLR-6ccc8408b70e6c229a9c32e22c61ef1c2e7e738e218a170054621da0c8866fea,RUKANGIRA LAW CHAMBERS Ltd,tenderer,TIN,RW-RRA-SUPLR-6ccc8408b70e6c229a9c32e22c61ef1c2e7e738e218a170054621da0c8866fea,RUKANGIRA LAW CHAMBERS Ltd,NYARUGENGE,RWA,,7097 KIGALI- RWANDA,Rwanda,BUZAYIRE  Angele,rukangiralawchambers@yahoo.fr,0788300280
0.releases.977.parties.4,0.releases.977,0,RW-RRA-SUPLR-016a8719ac2b779f92aa1dff61b87d06b904d931c5448ce27f0c5f81400feae2,HATEGEKIMANA Gratien,tenderer,TIN,RW-RRA-SUPLR-016a8719ac2b779f92aa1dff61b87d06b904d931c5448ce27f0c5f81400feae2,HATEGEKIMANA Gratien,Kigali-Rwanda,RWA,,,Rwanda,HATEGEKIMANA Gratien,h.gratien27@gmail.com,0788419315
0.releases.977.parties.5,0.releases.977,0,RW-RRA-SUPLR-98f4dcf833dd5005899fdc857cf0f2dcc55385c37c894e0b257d605a34619e7d,JURIS CIVITAS Ltd,tenderer,TIN,RW-RRA-SUPLR-98f4dcf833dd5005899fdc857cf0f2dcc55385c37c894e0b257d605a34619e7d,JURIS CIVITAS Ltd,"Nyarugenge,Nyarugenge,Umujyi wa Kigali,Rwanda",RWA,,,Rwanda,NYANGEZI  Bonane,mukandolibrigitte@yahoo.com,788431314
0.releases.977.parties.6,0.releases.977,0,RW-RRA-SUPLR-2c4b3dabaa83cc6cf6c8c50f60751f46b8bc67c443a9fdedf6b57233cb6c51f4,PSPS Ltd,"supplier,tenderer",TIN,RW-RRA-SUPLR-2c4b3dabaa83cc6cf6c8c50f60751f46b8bc67c443a9fdedf6b57233cb6c51f4,PSPS Ltd,"KIGALI CITY, NYARUGENGE, NYAMIRAMBO",RWA,,,Rwanda,NKURUNZIZA  Alphonse,alphonsepsps@gmail.com,0785366925
0.releases.978.parties.0,0.releases.978,0,RW-RRA-PE-1bdaa41dedd45952f7e6653c210f38aecb43fa31078b26c0ba3f12271dea0573,GISENYI DISTRICT HOSPITAL,"buyer,procuringEntity",TIN,RW-RRA-PE-1bdaa41dedd45952f7e6653c210f38aecb43fa31078b26c0ba3f12271dea0573,GISENYI DISTRICT HOSPITAL,"Rubavu, Gisenyi","Rubavu, Gisenyi","Rubavu, Gisenyi",175 Gisenyi ,Rwanda,CSP DR ORESTE TUGANEYEZU,gisenyi.hospital@moh.gov.rw,0788758582
0.releases.978.parties.1,0.releases.978,0,RW-RRA-SUPLR-6ac618305075ba1f0a35c7aaec8bd5718a8c284d73dd59ab2f0c45946bf61e9c,TECHNO CREATORS (TECOR)  LTD,tenderer,TIN,RW-RRA-SUPLR-6ac618305075ba1f0a35c7aaec8bd5718a8c284d73dd59ab2f0c45946bf61e9c,TECHNO CREATORS (TECOR)  LTD,RUHANGO,RWA,,,Rwanda,HABIYAREMYE  Innocent,innocentrda@gmail.com,0783080689
0.releases.978.parties.2,0.releases.978,0,RW-RRA-SUPLR-a86d8ed4631192e4ed6b2f197513e72547faafc45bb7e93f3531ea4212533084,HIGH SOLUTIONS N&F Ltd,tenderer,TIN,RW-RRA-SUPLR-a86d8ed4631192e4ed6b2f197513e72547faafc45bb7e93f3531ea4212533084,HIGH SOLUTIONS N&F Ltd,MURAMBI RULINDO,RWA,,,Rwanda,DUSABEMARIYA  Francoise,francoisedusabemariyafrane@gmail.co,732673341
0.releases.979.parties.0,0.releases.979,0,RW-RRA-PE-c859cf8ae7326f978282da88afeb714618e4263618a52a8abd5f39d9aca78308,MINISTRY OF FINANCE AND ECONOMIC PLANNING  (MINECOFIN),"procuringEntity,buyer",TIN,RW-RRA-PE-c859cf8ae7326f978282da88afeb714618e4263618a52a8abd5f39d9aca78308,MINISTRY OF FINANCE AND ECONOMIC PLANNING  (MINECOFIN),KN 3,KN 3,KN 3,158 Kigali Rwanda,Rwanda,INGABIRE HAKIBA Marie Ange,procurement@minecofin.gov.rw,"250575756, 25057575, 25057575"
0.releases.979.parties.1,0.releases.979,0,RW-RRA-SUPLR-9a21255a79ab12ad03b24f67e0759a4be06cba366bf46fa6f527377b1c22a337,UPWORK CO. Ltd,"supplier,tenderer",TIN,RW-RRA-SUPLR-9a21255a79ab12ad03b24f67e0759a4be06cba366bf46fa6f527377b1c22a337,UPWORK CO. Ltd,KICUKIRO,RWA,,,Rwanda,SHUMBUSHO  Christian,upworkco.ltd@gmail.com,0788296290
0.releases.980.parties.0,0.releases.980,0,RW-RRA-PE-fbcbd1d7bcc9fd6119e87007816b6532880037c6d86496182a6e28d17414cc85,RWANDA REGULATORY AUTHORITY( RURA),"procuringEntity,buyer",TIN,RW-RRA-PE-fbcbd1d7bcc9fd6119e87007816b6532880037c6d86496182a6e28d17414cc85,RWANDA REGULATORY AUTHORITY( RURA),NYARUGENGE,NYARUGENGE,NYARUGENGE,7289,Rwanda,UWAMARIYA Marthe,marthe.uwamariya@rura.rw,"0788531234, 3988"
0.releases.980.parties.1,0.releases.980,0,RW-RRA-SUPLR-6d920f109989e87d49d991e0f166a6233414d3263fef14a3fcd47ba19481a40f,CEMS  LTD,tenderer,TIN,RW-RRA-SUPLR-6d920f109989e87d49d991e0f166a6233414d3263fef14a3fcd47ba19481a40f,CEMS  LTD,NYARUGENGE,RWA,,852,Rwanda,BIKORIMANA  FRANCOIS,cemsltdco@yahoo.com,0788452068
0.releases.980.parties.2,0.releases.980,0,RW-RRA-SUPLR-76f94e9401c3a47b8ef36e724cbdaa4c42388477d4e0e796d2c12be9bd1d09b1,DAYENU ENGINEERING  LTD,"supplier,tenderer",TIN,RW-RRA-SUPLR-76f94e9401c3a47b8ef36e724cbdaa4c42388477d4e0e796d2c12be9bd1d09b1,DAYENU ENGINEERING  LTD,KICUKIRO,RWA,,1282 KIGALI,Rwanda,MUKANDAYISENGA Valerie,daye.engineering@gmail.com,"0788318204, 0788875768, 0789546200"
0.releases.981.parties.0,0.releases.981,0,RW-RRA-PE-c859cf8ae7326f978282da88afeb714618e4263618a52a8abd5f39d9aca78308,MINISTRY OF FINANCE AND ECONOMIC PLANNING  (MINECOFIN),"procuringEntity,buyer",TIN,RW-RRA-PE-c859cf8ae7326f978282da88afeb714618e4263618a52a8abd5f39d9aca78308,MINISTRY OF FINANCE AND ECONOMIC PLANNING  (MINECOFIN),KN 3,KN 3,KN 3,158 Kigali Rwanda,Rwanda,INGABIRE HAKIBA Marie Ange,procurement@minecofin.gov.rw,"250575756, 25057575, 25057575"
0.releases.981.parties.1,0.releases.981,0,RW-RRA-SUPLR-33101cd7906d2dcefc1178e192e746610e07cb3efe8ade284be432a3823ff545,CENTRE PASTORAL NOTRE DAME DE FATIMA  LTD,"supplier,tenderer",TIN,RW-RRA-SUPLR-33101cd7906d2dcefc1178e192e746610e07cb3efe8ade284be432a3823ff545,CENTRE PASTORAL NOTRE DAME DE FATIMA  LTD,"MUSANZE DISTRICT, NORTHERN PROVINCE",RWA,,45 RUHENGERI,Rwanda,Father Felicien NSENGIYUMVA,cpndefatima@yahoo.fr,"0788324033, 0788852986, 0788828699"
0.releases.981.parties.2,0.releases.981,0,RW-RRA-SUPLR-13d6ca8fc2a9052178e1c4d208db67da884e15c6539f114b3d320b06c6c5481b,HOTEL  SAINT- ANDRE KABGAYI Ltd,"supplier,tenderer",TIN,RW-RRA-SUPLR-13d6ca8fc2a9052178e1c4d208db67da884e15c6539f114b3d320b06c6c5481b,HOTEL  SAINT- ANDRE KABGAYI Ltd,GAHOGO :,RWA,,59,Rwanda,Prosper NIYONAGIRA,saintandrekabgayi@yahoo.fr,0788910305
0.releases.981.parties.3,0.releases.981,0,RW-RRA-SUPLR-ae5371ebcd91d5df6c9fb80187e0828451f8b286c0af5d76a0f918d4d31f7158,SPLENDID HOTEL  LTD,"supplier,tenderer",TIN,RW-RRA-SUPLR-ae5371ebcd91d5df6c9fb80187e0828451f8b286c0af5d76a0f918d4d31f7158,SPLENDID HOTEL  LTD,MUHANGA,RWA,,123 MUHANGA,Rwanda,KAYITARE NARCISSE,splendidho@yahoo.fr,"252562344, 0788421573, 0788301894"
0.releases.981.parties.4,0.releases.981,0,RW-RRA-SUPLR-eca86389fbe144b1e719e6d95dd2817cbc4dd436f7aa96fecb1f8a60c28d2a56,HOTEL HILLTOP AND COUNTRY CLUB  LTD,"supplier,tenderer",TIN,RW-RRA-SUPLR-eca86389fbe144b1e719e6d95dd2817cbc4dd436f7aa96fecb1f8a60c28d2a56,HOTEL HILLTOP AND COUNTRY CLUB  LTD,KIGALI,RWA,,,Rwanda,MUKAKIGERI  Beatrice,hilltopcountry@yahoo.com,"0788305120, 0788541409, 0788303451"
0.releases.981.parties.5,0.releases.981,0,RW-RRA-SUPLR-2b8e57accc63df1a25fa795c3518aa271ff195833b5ec5f306ea27c3a9020a9c,CENTRE D ACCUEIL SAINT FRANCOIS XAVIER Ltd,tenderer,TIN,RW-RRA-SUPLR-2b8e57accc63df1a25fa795c3518aa271ff195833b5ec5f306ea27c3a9020a9c,CENTRE D ACCUEIL SAINT FRANCOIS XAVIER Ltd,Nengo,RWA,,85 GISENYI,Rwanda,NSHIMYUMUREMYI STRATON,bookingcasfx@yahoo.com,"0784488576, 0788731154"
0.releases.981.parties.6,0.releases.981,0,RW-RRA-SUPLR-a07dd4126f70bf3e93874bdff6db190c4a1b06717c288059ab24876c09e6c888,HILL VIEW  HOTEL AND APARTS Ltd,"supplier,tenderer",TIN,RW-RRA-SUPLR-a07dd4126f70bf3e93874bdff6db190c4a1b06717c288059ab24876c09e6c888,HILL VIEW  HOTEL AND APARTS Ltd,KIYOVU,RWA,,6362,Rwanda,NZABAKIRANA  EDOUARD,info@hillviewhotelrwanda.com,"0783462500, 0788416497, 0788457451"
0.releases.981.parties.7,0.releases.981,0,RW-RRA-SUPLR-2bc608a96f7bbfd43f361e6654ef4b2a7ae32cfcc936daa201372d299b0ac5e4,PALAST ROCK  LTD,"supplier,tenderer",TIN,RW-RRA-SUPLR-2bc608a96f7bbfd43f361e6654ef4b2a7ae32cfcc936daa201372d299b0ac5e4,PALAST ROCK  LTD,NYAMATA BUGESERA,RWA,,125,Rwanda,MUREKATETE  Odette,info@palasthotelrwanda.com,"0788309523, 0788301068, 0788475667"
0.releases.981.parties.8,0.releases.981,0,RW-RRA-SUPLR-84ba34cceaba83121115d9cace59fbb49dbd2e1a678344d8db8c4b20faf36e9b,SILENT HILL (R)  LTD,tenderer,TIN,RW-RRA-SUPLR-84ba34cceaba83121115d9cace59fbb49dbd2e1a678344d8db8c4b20faf36e9b,SILENT HILL (R)  LTD,"kayonza ,mukarange, eastern province",RWA,,112 rwamagana,Rwanda,NKURUNZIZA  Jean De Dieu,silenthillhotel@yahoo.com,"0788498967, 0788498967, 0788498967"
0.releases.981.parties.9,0.releases.981,0,RW-RRA-SUPLR-0ab338c65e26b4ffc1022df0c5d6fb9173560b7247feb397e4fdcc912ac8e939,URBAN PARK SUITES LTD,"supplier,tenderer",TIN,RW-RRA-SUPLR-0ab338c65e26b4ffc1022df0c5d6fb9173560b7247feb397e4fdcc912ac8e939,URBAN PARK SUITES LTD,"KG 218 St, Gisimenti Remera, Gasabo, Kigali",RWA,,,Rwanda,MUNEZERO Esperance,ceo@urbanparksuites.com,"0788301405, 0784164755"
0.releases.981.parties.10,0.releases.981,0,RW-RRA-SUPLR-38208bcfee291ee2c748200b6927bd4b6a83fde015c656050973bf1c524b38ec,KIVU PEACE VIEW HOTEL Ltd,"supplier,tenderer",TIN,RW-RRA-SUPLR-38208bcfee291ee2c748200b6927bd4b6a83fde015c656050973bf1c524b38ec,KIVU PEACE VIEW HOTEL Ltd,Rwaza,RWA,,85 Gisenyi,Rwanda,BAMPORINEZA Emmanuel,info@kivupeaceviewhotel.com,788316330
0.releases.981.parties.11,0.releases.981,0,RW-RRA-SUPLR-77cf1872a0af90b46b18b2051f1e6b8b41c34953c53347e9c7b1e69a4baf7487,GREAT HOTEL KIYOVU Ltd,tenderer,TIN,RW-RRA-SUPLR-77cf1872a0af90b46b18b2051f1e6b8b41c34953c53347e9c7b1e69a4baf7487,GREAT HOTEL KIYOVU Ltd,Nyarugenge-Kigali,RWA,,,Rwanda,BAVUKIYEHE  Eugene,greathotel2050@gmail.com,788382272
0.releases.981.parties.12,0.releases.981,0,RW-RRA-SUPLR-bc7ad45d681660830b7494bebc47941723beb633af98ca273ed123cfb937dd88,LIVALANA HOTEL Ltd,tenderer,TIN,RW-RRA-SUPLR-bc7ad45d681660830b7494bebc47941723beb633af98ca273ed123cfb937dd88,LIVALANA HOTEL Ltd,RWANDA-WEST-KARONGI-BWISHYURA-KIBUYE-RUREMBO-P.O.BOX 151 KARONGI,RWA,,151 KARONGI,Rwanda,UWAMAHORO  Therese,livahotelbridge@gmail.com,"0722560016, 0788560016, 0787320326"
0.releases.981.parties.13,0.releases.981,0,RW-RRA-SUPLR-d963304bb4f6269a2dcbaf37deccc561429713f501eb494217f83acfa1388b1e,GOLF EDEN ROCK HOTEL Ltd,tenderer,TIN,RW-RRA-SUPLR-d963304bb4f6269a2dcbaf37deccc561429713f501eb494217f83acfa1388b1e,GOLF EDEN ROCK HOTEL Ltd,RWANDA-WEST-KARONGI-BWISHYURA-KIBUYE-RUREMBO,RWA,,27 KIBUYE,Rwanda,MUGAMBIRA  Aphrodis,golfedenhotel1@gmail.com,"0788560016, 0788560016, 0722560016"
0.releases.981.parties.14,0.releases.981,0,RW-RRA-SUPLR-3376c27b0e4dc9a298ac1eccaa3f7ae972b1084d593aa5fb1cbd4937db264ed3,LUCERNA-KABGAYI HÔTEL Ltd,"supplier,tenderer",TIN,RW-RRA-SUPLR-3376c27b0e4dc9a298ac1eccaa3f7ae972b1084d593aa5fb1cbd4937db264ed3,LUCERNA-KABGAYI HÔTEL Ltd,"NYAMABUYE, MUHANGA, AMAJYEPFO, RWANDA",RWA,,59,Rwanda,Jean Paul NDIKURYAYO,hotellucernakabgayi@gmail.com,"788979464, 794191115, 788828976"
0.releases.982.parties.0,0.releases.982,0,RW-RRA-PE-c859cf8ae7326f978282da88afeb714618e4263618a52a8abd5f39d9aca78308,MINISTRY OF FINANCE AND ECONOMIC PLANNING  (MINECOFIN),"procuringEntity,buyer",TIN,RW-RRA-PE-c859cf8ae7326f978282da88afeb714618e4263618a52a8abd5f39d9aca78308,MINISTRY OF FINANCE AND ECONOMIC PLANNING  (MINECOFIN),KN 3,KN 3,KN 3,158 Kigali Rwanda,Rwanda,INGABIRE HAKIBA Marie Ange,procurement@minecofin.gov.rw,"250575756, 25057575, 25057575"
0.releases.982.parties.1,0.releases.982,0,RW-RRA-SUPLR-df4b61c6256968104eda4b50f1e16d52631cba67106c3dbb2c5a3bfdc77a1952,COMFORT SAFARIS  LTD,"supplier,tenderer",TIN,RW-RRA-SUPLR-df4b61c6256968104eda4b50f1e16d52631cba67106c3dbb2c5a3bfdc77a1952,COMFORT SAFARIS  LTD,KIMIRONKO,RWA,,5274,Rwanda,MUKAMUGANZA Rachel,comfortsafarisltd06@yahoo.com,"0788766775, 0788766775"
0.releases.982.parties.2,0.releases.982,0,RW-RRA-SUPLR-475a03c217e9c0cb90354a3f2da652b1a3151137cf96ef3387f8cbb85c216520,FIRST IN FIRST OUT (FIFO)  LTD,tenderer,TIN,RW-RRA-SUPLR-475a03c217e9c0cb90354a3f2da652b1a3151137cf96ef3387f8cbb85c216520,FIRST IN FIRST OUT (FIFO)  LTD,kigali,RWA,,3442,Rwanda,KARANGWA  Emmanuel,companyfifo1@gmail.com,0788300791
0.releases.982.parties.3,0.releases.982,0,RW-RRA-SUPLR-41ac609b50e828d5196a5d0ec42d730822d454277f6f8e592a05d04dbdc2f711,HIGH PROSPER SERVICES  LTD,tenderer,TIN,RW-RRA-SUPLR-41ac609b50e828d5196a5d0ec42d730822d454277f6f8e592a05d04dbdc2f711,HIGH PROSPER SERVICES  LTD,KIMISAGARA- NYARUGENGE,RWA,,2606 KIGALI ,Rwanda,SHYAKA  John,jhnshyaka@yahoo.com,"0788539551, 0785340438"
0.releases.982.parties.4,0.releases.982,0,RW-RRA-SUPLR-2cec01654aae9789eec56cc716b78ab5b5548e3294232ce9579315656a6141f6,SCC SERVICE Ltd,tenderer,TIN,RW-RRA-SUPLR-2cec01654aae9789eec56cc716b78ab5b5548e3294232ce9579315656a6141f6,SCC SERVICE Ltd,kicukiro,RWA,,,Rwanda,IRANKUNDA ERIC,sccserviceltd@gmail.com,0788302262
0.releases.982.parties.5,0.releases.982,0,RW-RRA-SUPLR-3c2ffc383a5735e3b2bf6632e3f2b6daafe5c49972b84e9621039dd856c82eba,HIGH CARE COMPANY Ltd,tenderer,TIN,RW-RRA-SUPLR-3c2ffc383a5735e3b2bf6632e3f2b6daafe5c49972b84e9621039dd856c82eba,HIGH CARE COMPANY Ltd,KIGALI - RWANDA,RWA,,681,Rwanda,MPAMBARA  Fred,highcare2050@gmail.com,0788945354
0.releases.983.parties.0,0.releases.983,0,RW-RRA-PE-b0fffa769eabd450b46318e8c1fbc716392bbf69aa3c2e157ecead3410cdc269,Local Administrative Entities Development Agency (LODA),"procuringEntity,buyer",TIN,RW-RRA-PE-b0fffa769eabd450b46318e8c1fbc716392bbf69aa3c2e157ecead3410cdc269,Local Administrative Entities Development Agency (LODA),KIBAGABAGA,KIBAGABAGA,KIBAGABAGA,,Rwanda,Claudine Marie Solange NYINAWAGAGA,info@loda.gov.rw,0788303457
0.releases.983.parties.1,0.releases.983,0,RW-RRA-SUPLR-86e489030e5aa09d815439696f4683d39ff7fe5f7ccde41486168d03e7d73cb7,RWANDA BROADCASTING AGENCY,tenderer,TIN,RW-RRA-SUPLR-86e489030e5aa09d815439696f4683d39ff7fe5f7ccde41486168d03e7d73cb7,RWANDA BROADCASTING AGENCY,GASABO District,RWA,,,Rwanda,CLEOPHAS BARORE,info@rba.co.rw,"0788309019, 0788306037"
0.releases.983.parties.2,0.releases.983,0,RW-RRA-SUPLR-a2bb7a373a0a61ad7eb9b323d3069ace29f128fb2c4c62a681e7632ac9060177,RADIO/TV 10 Ltd,"supplier,tenderer",TIN,RW-RRA-SUPLR-a2bb7a373a0a61ad7eb9b323d3069ace29f128fb2c4c62a681e7632ac9060177,RADIO/TV 10 Ltd,"Remera, Gasabo, Kigali",RWA,,4307 Kigali,Rwanda,Augustin MUHIRWA,radiotv10rwanda@gmail.com,"0784444444, 0788445060"
