_link,_link_releases,_link_main,id,relationship,title,scheme,identifier
0.releases.0.relatedProcesses.0,0.releases.0,0,P000181/2025/2026/1804000000,planning,Design and Build for Renovation of Podium Gallery located at Plenary Hall of the Chamber of Deputies at the Parliament of Rwanda,ocid,ocds-ozzobm-P000181/2025/2026/1804000000
0.releases.1.relatedProcesses.0,0.releases.1,0,P000032/2023/2024/5600003001,planning,LOCATION CANTINE,ocid,ocds-ozzobm-P000032/2023/2024/5600003001
0.releases.2.relatedProcesses.0,0.releases.2,0,P000026/2023/2024/5600003001,planning,Refreshment of hosptital staff and visitors,ocid,ocds-ozzobm-P000026/2023/2024/5600003001
0.releases.3.relatedProcesses.0,0.releases.3,0,P000025/2024/2025/5600003001,planning,Cleaning services,ocid,ocds-ozzobm-P000025/2024/2025/5600003001
0.releases.4.relatedProcesses.0,0.releases.4,0,P000058/2025/2026/0901001015,planning,Hiring a firm to conduct  Resettlement Action Plan (RAP) for Project sites,ocid,ocds-ozzobm-P000058/2025/2026/0901001015
0.releases.5.relatedProcesses.0,0.releases.5,0,P000029/2023/2024/0901001015,planning,Hiring a Consultancy firm for preparation of Resettlement Action Plan (RAP) report for Bugarama marshland,ocid,ocds-ozzobm-P000029/2023/2024/0901001015
0.releases.6.relatedProcesses.0,0.releases.6,0,P000029/2023/2024/0901001015,planning,Hiring a Consultancy firm for preparation of Resettlement Action Plan (RAP) report for Bugarama marshland,ocid,ocds-ozzobm-P000029/2023/2024/0901001015
0.releases.7.relatedProcesses.0,0.releases.7,0,P000001/2025/2026/0901001015,planning,Rehabilitation works for Muvumba 8 (1500ha),ocid,ocds-ozzobm-P000001/2025/2026/0901001015
0.releases.8.relatedProcesses.0,0.releases.8,0,P000016/2025/2026/2318000000,planning,Maintenance and repair of assets at Nyamagabe Rehabilitation Center,ocid,ocds-ozzobm-P000016/2025/2026/2318000000
0.releases.9.relatedProcesses.0,0.releases.9,0,P000045/2024/2025/1000000000,planning,"Hiring consulting firm to conduct feasibility studies for the development of a Tannery Park Special Economic Zone, including an Environmental Impact Assessment and engineering designs for the SEZ.",ocid,ocds-ozzobm-P000045/2024/2025/1000000000
0.releases.10.relatedProcesses.0,0.releases.10,0,P000045/2024/2025/1000000000,planning,"Hiring consulting firm to conduct feasibility studies for the development of a Tannery Park Special Economic Zone, including an Environmental Impact Assessment and engineering designs for the SEZ.",ocid,ocds-ozzobm-P000045/2024/2025/1000000000
0.releases.11.relatedProcesses.0,0.releases.11,0,P000004/2023/2024/1421000001,planning,"Hiring a consulting firm to develop, review, pilot and administer the assessment tool in the 300 low performing schools for the remedial teaching and learning pilot program.",ocid,ocds-ozzobm-P000004/2023/2024/1421000001
0.releases.12.relatedProcesses.0,0.releases.12,0,P000004/2023/2024/1421000001,planning,"Hiring a consulting firm to develop, review, pilot and administer the assessment tool in the 300 low performing schools for the remedial teaching and learning pilot program.",ocid,ocds-ozzobm-P000004/2023/2024/1421000001
0.releases.13.relatedProcesses.0,0.releases.13,0,P000011/2025/2026/2900000000,planning,Hiring a service provider for codification of MoE assets,ocid,ocds-ozzobm-P000011/2025/2026/2900000000
0.releases.14.relatedProcesses.0,0.releases.14,0,P000105/2025/2026/4800000000,planning,Rehabilitation of Teachers Hostel,ocid,ocds-ozzobm-P000105/2025/2026/4800000000
0.releases.15.relatedProcesses.0,0.releases.15,0,P000049/2025/2026/1305000000,planning,"Provision of Sports and Recreational Facilities for RFI Staff: Access to Gym, Aerobics, Sauna, and Swimming",ocid,ocds-ozzobm-P000049/2025/2026/1305000000
0.releases.16.relatedProcesses.0,0.releases.16,0,P000064/2024/2025/1903000000,planning,Tender for supply of photo  CAMERAS   on behalf of all Government Institutions,ocid,ocds-ozzobm-P000064/2024/2025/1903000000
0.releases.17.relatedProcesses.0,0.releases.17,0,P000049/2025/2026/1305000000,planning,"Provision of Sports and Recreational Facilities for RFI Staff: Access to Gym, Aerobics, Sauna, and Swimming",ocid,ocds-ozzobm-P000049/2025/2026/1305000000
0.releases.18.relatedProcesses.0,0.releases.18,0,P000053/2025/2026/3100000000,planning,"Tender for conception, design and printing of documents and other material for MINUBUMWE 's events( Certificates,  Umbrellas , pull-up banners, branded t-shirts,…..)",ocid,ocds-ozzobm-P000053/2025/2026/3100000000
0.releases.19.relatedProcesses.0,0.releases.19,0,P000049/2025/2026/1305000000,planning,"Provision of Sports and Recreational Facilities for RFI Staff: Access to Gym, Aerobics, Sauna, and Swimming",ocid,ocds-ozzobm-P000049/2025/2026/1305000000
0.releases.20.relatedProcesses.0,0.releases.20,0,P000049/2025/2026/1305000000,planning,"Provision of Sports and Recreational Facilities for RFI Staff: Access to Gym, Aerobics, Sauna, and Swimming",ocid,ocds-ozzobm-P000049/2025/2026/1305000000
0.releases.21.relatedProcesses.0,0.releases.21,0,P000038/2025/2026/0701000000,planning,SUPPLY OF FUEL FOR RNP ON FRAMEWORK AGREEMENT,ocid,ocds-ozzobm-P000038/2025/2026/0701000000
0.releases.22.relatedProcesses.0,0.releases.22,0,P000038/2025/2026/0701000000,planning,SUPPLY OF FUEL FOR RNP ON FRAMEWORK AGREEMENT,ocid,ocds-ozzobm-P000038/2025/2026/0701000000
0.releases.23.relatedProcesses.0,0.releases.23,0,P000066/2025/2026/0701000000,planning,"SUPPLY OF SPORT WEAR FOR POLICE ATHLETICS, KARATE AND TAEKWONDO CLUBS ON FRAMEWORK AGREEMENT",ocid,ocds-ozzobm-P000066/2025/2026/0701000000
0.releases.24.relatedProcesses.0,0.releases.24,0,P000038/2025/2026/0701000000,planning,SUPPLY OF FUEL FOR RNP ON FRAMEWORK AGREEMENT,ocid,ocds-ozzobm-P000038/2025/2026/0701000000
0.releases.25.relatedProcesses.0,0.releases.25,0,P000041/2025/2026/6200000000,planning,Management of Gicumbi District slaughter located in Byumba sector,ocid,ocds-ozzobm-P000041/2025/2026/6200000000
0.releases.26.relatedProcesses.0,0.releases.26,0,P000052/2023/2024/2204000000,planning,Hire a company to provide TV weather presenters outfit,ocid,ocds-ozzobm-P000052/2023/2024/2204000000
0.releases.27.relatedProcesses.0,0.releases.27,0,P000052/2023/2024/2204000000,planning,Hire a company to provide TV weather presenters outfit,ocid,ocds-ozzobm-P000052/2023/2024/2204000000
0.releases.28.relatedProcesses.0,0.releases.28,0,P000065/2025/2026/6500000000,planning,CONSTRUCTION OF LATRINES AT EP KARAMA IN JANJA SECTOR,ocid,ocds-ozzobm-P000065/2025/2026/6500000000
0.releases.29.relatedProcesses.0,0.releases.29,0,P000016/2025/2026/2318000000,planning,Maintenance and repair of assets at Nyamagabe Rehabilitation Center,ocid,ocds-ozzobm-P000016/2025/2026/2318000000
0.releases.30.relatedProcesses.0,0.releases.30,0,P000102/2022/2023/1903001001,planning,Supply of Single Digital ID Registration Kit,ocid,ocds-ozzobm-P000102/2022/2023/1903001001
0.releases.31.relatedProcesses.0,0.releases.31,0,P000085/2023/2024/1903001001,planning,Supply of IT Devices for Smart classrooms (35 Computers/School) for 180 Schools,ocid,ocds-ozzobm-P000085/2023/2024/1903001001
0.releases.32.relatedProcesses.0,0.releases.32,0,P000018/2023/2024/7000000000,planning,Consultancy Services to provide Contract Management and Construction Supervision for the Gatenga Informal Settlements Upgrading Works,ocid,ocds-ozzobm-P000018/2023/2024/7000000000
0.releases.33.relatedProcesses.0,0.releases.33,0,P000018/2023/2024/7000000000,planning,Consultancy Services to provide Contract Management and Construction Supervision for the Gatenga Informal Settlements Upgrading Works,ocid,ocds-ozzobm-P000018/2023/2024/7000000000
0.releases.34.relatedProcesses.0,0.releases.34,0,P000002/2021/2022/7000000000,planning,TA for consultancy services for storm-water management master plan  in the COK,ocid,ocds-ozzobm-P000002/2021/2022/7000000000
0.releases.35.relatedProcesses.0,0.releases.35,0,P000002/2021/2022/7000000000,planning,TA for consultancy services for storm-water management master plan  in the COK,ocid,ocds-ozzobm-P000002/2021/2022/7000000000
0.releases.36.relatedProcesses.0,0.releases.36,0,P000015/2023/2024/4800000000,planning,Periodic maintenance of roads in NYAMAGABE DISTRICT,ocid,ocds-ozzobm-P000015/2023/2024/4800000000
0.releases.37.relatedProcesses.0,0.releases.37,0,P000014/2025/2026/1001000000,planning,Supply of laboratory gases on a framework contract,ocid,ocds-ozzobm-P000014/2025/2026/1001000000
0.releases.38.relatedProcesses.0,0.releases.38,0,P000014/2025/2026/1001000000,planning,Supply of laboratory gases on a framework contract,ocid,ocds-ozzobm-P000014/2025/2026/1001000000
0.releases.39.relatedProcesses.0,0.releases.39,0,P000016/2025/2026/2318000000,planning,Maintenance and repair of assets at Nyamagabe Rehabilitation Center,ocid,ocds-ozzobm-P000016/2025/2026/2318000000
0.releases.40.relatedProcesses.0,0.releases.40,0,P000005/2025/2026/6600000000,planning,Tender For Cleaning Services of Public Places In Byimana and Mbuye Sectors,ocid,ocds-ozzobm-P000005/2025/2026/6600000000
0.releases.41.relatedProcesses.0,0.releases.41,0,P000007/2025/2026/1000000000,planning,Sport services,ocid,ocds-ozzobm-P000007/2025/2026/1000000000
0.releases.42.relatedProcesses.0,0.releases.42,0,P000184/2025/2026/7000000000,planning,"Operationalization of Home Based ECD(HBECD)/porridge for 251HBECD (Gasab0:187, Kicukiro:19;Nyarugenge:45)",ocid,ocds-ozzobm-P000184/2025/2026/7000000000
0.releases.43.relatedProcesses.0,0.releases.43,0,P000027/2025/2026/1413000000,planning,Supply of Chalks,ocid,ocds-ozzobm-P000027/2025/2026/1413000000
0.releases.44.relatedProcesses.0,0.releases.44,0,P000002/2021/2022/7000000000,planning,TA for consultancy services for storm-water management master plan  in the COK,ocid,ocds-ozzobm-P000002/2021/2022/7000000000
0.releases.45.relatedProcesses.0,0.releases.45,0,P000002/2021/2022/7000000000,planning,TA for consultancy services for storm-water management master plan  in the COK,ocid,ocds-ozzobm-P000002/2021/2022/7000000000
0.releases.46.relatedProcesses.0,0.releases.46,0,P000018/2023/2024/7000000000,planning,Consultancy Services to provide Contract Management and Construction Supervision for the Gatenga Informal Settlements Upgrading Works,ocid,ocds-ozzobm-P000018/2023/2024/7000000000
0.releases.47.relatedProcesses.0,0.releases.47,0,P000018/2023/2024/7000000000,planning,Consultancy Services to provide Contract Management and Construction Supervision for the Gatenga Informal Settlements Upgrading Works,ocid,ocds-ozzobm-P000018/2023/2024/7000000000
0.releases.48.relatedProcesses.0,0.releases.48,0,P000005/2025/2026/1801000000,planning,supply of sports equipment,ocid,ocds-ozzobm-P000005/2025/2026/1801000000
0.releases.49.relatedProcesses.0,0.releases.49,0,P000005/2025/2026/1801000000,planning,supply of sports equipment,ocid,ocds-ozzobm-P000005/2025/2026/1801000000
0.releases.50.relatedProcesses.0,0.releases.50,0,P000004/2025/2026/1801000000,planning,supply of office furniture,ocid,ocds-ozzobm-P000004/2025/2026/1801000000
0.releases.51.relatedProcesses.0,0.releases.51,0,P000004/2025/2026/1801000000,planning,supply of office furniture,ocid,ocds-ozzobm-P000004/2025/2026/1801000000
0.releases.52.relatedProcesses.0,0.releases.52,0,P000007/2025/2026/1801000000,planning,Equipping RMF meeting room,ocid,ocds-ozzobm-P000007/2025/2026/1801000000
0.releases.53.relatedProcesses.0,0.releases.53,0,P000007/2025/2026/1801000000,planning,Equipping RMF meeting room,ocid,ocds-ozzobm-P000007/2025/2026/1801000000
0.releases.54.relatedProcesses.0,0.releases.54,0,P000037/2025/2026/4800003002,planning,Maintenance and/or Repairs of Kigeme Hospital Buildings,ocid,ocds-ozzobm-P000037/2025/2026/4800003002
0.releases.55.relatedProcesses.0,0.releases.55,0,P000037/2025/2026/4800003002,planning,Maintenance and/or Repairs of Kigeme Hospital Buildings,ocid,ocds-ozzobm-P000037/2025/2026/4800003002
0.releases.56.relatedProcesses.0,0.releases.56,0,P000021/2025/2026/6500003002,planning,Supply of Vehicles Tyres,ocid,ocds-ozzobm-P000021/2025/2026/6500003002
0.releases.57.relatedProcesses.0,0.releases.57,0,P000002/2025/2026/6400000000,planning,Conducting a full feasibility study of bridges in Rulindo District,ocid,ocds-ozzobm-P000002/2025/2026/6400000000
0.releases.58.relatedProcesses.0,0.releases.58,0,P000002/2025/2026/6400000000,planning,Conducting a full feasibility study of bridges in Rulindo District,ocid,ocds-ozzobm-P000002/2025/2026/6400000000
0.releases.59.relatedProcesses.0,0.releases.59,0,P000002/2025/2026/6400000000,planning,Conducting a full feasibility study of bridges in Rulindo District,ocid,ocds-ozzobm-P000002/2025/2026/6400000000
0.releases.60.relatedProcesses.0,0.releases.60,0,P000011/2025/2026/4800003002,planning,Supply of tyres for Kigeme District Hospital's moto vehicles,ocid,ocds-ozzobm-P000011/2025/2026/4800003002
0.releases.61.relatedProcesses.0,0.releases.61,0,P000002/2025/2026/6400000000,planning,Conducting a full feasibility study of bridges in Rulindo District,ocid,ocds-ozzobm-P000002/2025/2026/6400000000
0.releases.62.relatedProcesses.0,0.releases.62,0,P000011/2025/2026/4800003002,planning,Supply of tyres for Kigeme District Hospital's moto vehicles,ocid,ocds-ozzobm-P000011/2025/2026/4800003002
0.releases.63.relatedProcesses.0,0.releases.63,0,P000011/2025/2026/4800003002,planning,Supply of tyres for Kigeme District Hospital's moto vehicles,ocid,ocds-ozzobm-P000011/2025/2026/4800003002
0.releases.64.relatedProcesses.0,0.releases.64,0,P000037/2025/2026/4800003002,planning,Maintenance and/or Repairs of Kigeme Hospital Buildings,ocid,ocds-ozzobm-P000037/2025/2026/4800003002
0.releases.65.relatedProcesses.0,0.releases.65,0,P000049/2025/2026/1305000000,planning,"Provision of Sports and Recreational Facilities for RFI Staff: Access to Gym, Aerobics, Sauna, and Swimming",ocid,ocds-ozzobm-P000049/2025/2026/1305000000
0.releases.66.relatedProcesses.0,0.releases.66,0,P000022/2025/2026/6500003002,planning,Supply of Medical drugs and consummables,ocid,ocds-ozzobm-P000022/2025/2026/6500003002
0.releases.67.relatedProcesses.0,0.releases.67,0,P000029/2025/2026/4800003002,planning,Construction of Ambulance Parking Facility and Electrical Utility Building,ocid,ocds-ozzobm-P000029/2025/2026/4800003002
0.releases.68.relatedProcesses.0,0.releases.68,0,P000043/2024/2025/4800003002,planning,Pay the hardware materials supplied for electricity maintenance,ocid,ocds-ozzobm-P000043/2024/2025/4800003002
0.releases.69.relatedProcesses.0,0.releases.69,0,P000001/2023/2024/3100000000,planning,Providing codification of MINUBUMWE Assets,ocid,ocds-ozzobm-P000001/2023/2024/3100000000
0.releases.70.relatedProcesses.0,0.releases.70,0,P000053/2025/2026/3100000000,planning,"Tender for conception, design and printing of documents and other material for MINUBUMWE 's events( Certificates,  Umbrellas , pull-up banners, branded t-shirts,…..)",ocid,ocds-ozzobm-P000053/2025/2026/3100000000
0.releases.71.relatedProcesses.0,0.releases.71,0,P000008/2024/2025/4900000000,planning,"Tender for decoration, Flags, and Supply of Banners in event of Gisagara District ( Framework Contract)",ocid,ocds-ozzobm-P000008/2024/2025/4900000000
0.releases.72.relatedProcesses.0,0.releases.72,0,P000053/2025/2026/3100000000,planning,"Tender for conception, design and printing of documents and other material for MINUBUMWE 's events( Certificates,  Umbrellas , pull-up banners, branded t-shirts,…..)",ocid,ocds-ozzobm-P000053/2025/2026/3100000000
0.releases.73.relatedProcesses.0,0.releases.73,0,P000053/2025/2026/3100000000,planning,"Tender for conception, design and printing of documents and other material for MINUBUMWE 's events( Certificates,  Umbrellas , pull-up banners, branded t-shirts,…..)",ocid,ocds-ozzobm-P000053/2025/2026/3100000000
0.releases.74.relatedProcesses.0,0.releases.74,0,P000053/2025/2026/3100000000,planning,"Tender for conception, design and printing of documents and other material for MINUBUMWE 's events( Certificates,  Umbrellas , pull-up banners, branded t-shirts,…..)",ocid,ocds-ozzobm-P000053/2025/2026/3100000000
0.releases.75.relatedProcesses.0,0.releases.75,0,P000053/2025/2026/3100000000,planning,"Tender for conception, design and printing of documents and other material for MINUBUMWE 's events( Certificates,  Umbrellas , pull-up banners, branded t-shirts,…..)",ocid,ocds-ozzobm-P000053/2025/2026/3100000000
0.releases.76.relatedProcesses.0,0.releases.76,0,P000053/2025/2026/3100000000,planning,"Tender for conception, design and printing of documents and other material for MINUBUMWE 's events( Certificates,  Umbrellas , pull-up banners, branded t-shirts,…..)",ocid,ocds-ozzobm-P000053/2025/2026/3100000000
0.releases.77.relatedProcesses.0,0.releases.77,0,P000009/2025/2026/4400000000,planning,Purchase and supply of Productive asset transfer for vulnerable households,ocid,ocds-ozzobm-P000009/2025/2026/4400000000
0.releases.78.relatedProcesses.0,0.releases.78,0,P000009/2025/2026/4400000000,planning,Purchase and supply of Productive asset transfer for vulnerable households,ocid,ocds-ozzobm-P000009/2025/2026/4400000000
0.releases.79.relatedProcesses.0,0.releases.79,0,P000025/2023/2024/1413000000,planning,Provision of  Two  and three STAR hotel services on annual basis,ocid,ocds-ozzobm-P000025/2023/2024/1413000000
0.releases.80.relatedProcesses.0,0.releases.80,0,P000020/2024/2025/2204000000,planning,Annual provisions of sports services,ocid,ocds-ozzobm-P000020/2024/2025/2204000000
0.releases.81.relatedProcesses.0,0.releases.81,0,P000020/2024/2025/2204000000,planning,Annual provisions of sports services,ocid,ocds-ozzobm-P000020/2024/2025/2204000000
0.releases.82.relatedProcesses.0,0.releases.82,0,P000020/2024/2025/2204000000,planning,Annual provisions of sports services,ocid,ocds-ozzobm-P000020/2024/2025/2204000000
0.releases.83.relatedProcesses.0,0.releases.83,0,P000008/2024/2025/4900000000,planning,"Tender for decoration, Flags, and Supply of Banners in event of Gisagara District ( Framework Contract)",ocid,ocds-ozzobm-P000008/2024/2025/4900000000
0.releases.84.relatedProcesses.0,0.releases.84,0,P000029/2025/2026/6500000000,planning,REHABILITATION OF GATONDE HC-KAMONYI-NYUNDO-RUREMBO-GATABA-KIBAYA-MASHYA AND BITOVU-MURAMBI-RUHANGO-NYANGE ROADS PHASE I,ocid,ocds-ozzobm-P000029/2025/2026/6500000000
0.releases.85.relatedProcesses.0,0.releases.85,0,P000012/2023/2024/1800000000,planning,Provision of Insurance services cover for Administration Office Complex Building( AOC),ocid,ocds-ozzobm-P000012/2023/2024/1800000000
0.releases.86.relatedProcesses.0,0.releases.86,0,P000007/2025/2026/1801000000,planning,Equipping RMF meeting room,ocid,ocds-ozzobm-P000007/2025/2026/1801000000
0.releases.87.relatedProcesses.0,0.releases.87,0,P000018/2023/2024/0400000000,planning,Sports and recreational facilities and services,ocid,ocds-ozzobm-P000018/2023/2024/0400000000
0.releases.88.relatedProcesses.0,0.releases.88,0,P000045/2024/2025/1000000000,planning,"Hiring consulting firm to conduct feasibility studies for the development of a Tannery Park Special Economic Zone, including an Environmental Impact Assessment and engineering designs for the SEZ.",ocid,ocds-ozzobm-P000045/2024/2025/1000000000
0.releases.89.relatedProcesses.0,0.releases.89,0,P000045/2024/2025/1000000000,planning,"Hiring consulting firm to conduct feasibility studies for the development of a Tannery Park Special Economic Zone, including an Environmental Impact Assessment and engineering designs for the SEZ.",ocid,ocds-ozzobm-P000045/2024/2025/1000000000
0.releases.90.relatedProcesses.0,0.releases.90,0,P000001/2025/2026/1602000000,planning,Supply of Cleaning& Hygiene materials,ocid,ocds-ozzobm-P000001/2025/2026/1602000000
0.releases.91.relatedProcesses.0,0.releases.91,0,P000049/2025/2026/1305000000,planning,"Provision of Sports and Recreational Facilities for RFI Staff: Access to Gym, Aerobics, Sauna, and Swimming",ocid,ocds-ozzobm-P000049/2025/2026/1305000000
0.releases.92.relatedProcesses.0,0.releases.92,0,P000020/2023/2024/7000000000,planning,Consultancy Services to provide Contract Management and Construction Supervision for 6 flood risk hotspots   implementation,ocid,ocds-ozzobm-P000020/2023/2024/7000000000
0.releases.93.relatedProcesses.0,0.releases.93,0,P000020/2023/2024/7000000000,planning,Consultancy Services to provide Contract Management and Construction Supervision for 6 flood risk hotspots   implementation,ocid,ocds-ozzobm-P000020/2023/2024/7000000000
0.releases.94.relatedProcesses.0,0.releases.94,0,P000007/2025/2026/1801000000,planning,Equipping RMF meeting room,ocid,ocds-ozzobm-P000007/2025/2026/1801000000
0.releases.95.relatedProcesses.0,0.releases.95,0,P000041/2023/2024/4800003002,planning,Provision of cleaning services in Kigeme Hospital,ocid,ocds-ozzobm-P000041/2023/2024/4800003002
0.releases.96.relatedProcesses.0,0.releases.96,0,P000020/2023/2024/7000000000,planning,Consultancy Services to provide Contract Management and Construction Supervision for 6 flood risk hotspots   implementation,ocid,ocds-ozzobm-P000020/2023/2024/7000000000
0.releases.97.relatedProcesses.0,0.releases.97,0,P000020/2023/2024/7000000000,planning,Consultancy Services to provide Contract Management and Construction Supervision for 6 flood risk hotspots   implementation,ocid,ocds-ozzobm-P000020/2023/2024/7000000000
0.releases.98.relatedProcesses.0,0.releases.98,0,P000004/2024/2025/5400003002,planning,Tender for supplying Fuel,ocid,ocds-ozzobm-P000004/2024/2025/5400003002
0.releases.99.relatedProcesses.0,0.releases.99,0,P000001/2023/2024/3100000000,planning,Providing codification of MINUBUMWE Assets,ocid,ocds-ozzobm-P000001/2023/2024/3100000000
0.releases.100.relatedProcesses.0,0.releases.100,0,P000014/2025/2026/1400000000,planning,Supply of office furniture,ocid,ocds-ozzobm-P000014/2025/2026/1400000000
0.releases.101.relatedProcesses.0,0.releases.101,0,P000019/2025/2026/5400001000,planning,Tender of purchase Mineral water for staff and others,ocid,ocds-ozzobm-P000019/2025/2026/5400001000
0.releases.102.relatedProcesses.0,0.releases.102,0,P000007/2025/2026/1801000000,planning,Equipping RMF meeting room,ocid,ocds-ozzobm-P000007/2025/2026/1801000000
0.releases.103.relatedProcesses.0,0.releases.103,0,P000014/2025/2026/2309000000,planning,Supply and installation of air conditioners,ocid,ocds-ozzobm-P000014/2025/2026/2309000000
0.releases.104.relatedProcesses.0,0.releases.104,0,P000014/2025/2026/2309000000,planning,Supply and installation of air conditioners,ocid,ocds-ozzobm-P000014/2025/2026/2309000000
0.releases.105.relatedProcesses.0,0.releases.105,0,P000077/2022/2023/7000000000,planning,Maintenance of waste water treatment plant in Gacuriro real estate and IDP models,ocid,ocds-ozzobm-P000077/2022/2023/7000000000
0.releases.106.relatedProcesses.0,0.releases.106,0,P000011/2022/2023/1800000000,planning,Transport services for civil servants across the country,ocid,ocds-ozzobm-P000011/2022/2023/1800000000
0.releases.107.relatedProcesses.0,0.releases.107,0,P000011/2025/2026/6200000000,planning,Rehabilitate Gaseke-Muyanza chipseal road (9.4km) by construction of bridges in Phase II in Gicumbi District,ocid,ocds-ozzobm-P000011/2025/2026/6200000000
0.releases.108.relatedProcesses.0,0.releases.108,0,P000014/2025/2026/2309000000,planning,Supply and installation of air conditioners,ocid,ocds-ozzobm-P000014/2025/2026/2309000000
0.releases.109.relatedProcesses.0,0.releases.109,0,P000086/2025/2026/1601000000,planning,Supply of stationary,ocid,ocds-ozzobm-P000086/2025/2026/1601000000
0.releases.110.relatedProcesses.0,0.releases.110,0,P000086/2025/2026/1601000000,planning,Supply of stationary,ocid,ocds-ozzobm-P000086/2025/2026/1601000000
0.releases.111.relatedProcesses.0,0.releases.111,0,P000021/2024/2025/1600000000,planning,Provision of refreshment to the MoH Staffs,ocid,ocds-ozzobm-P000021/2024/2025/1600000000
0.releases.112.relatedProcesses.0,0.releases.112,0,P000033/2025/2026/2315000000,planning,Acquisition of Cleaning services,ocid,ocds-ozzobm-P000033/2025/2026/2315000000
0.releases.113.relatedProcesses.0,0.releases.113,0,P000009/2025/2026/1000001000,planning,"Supply, installation and Commissioning Microwave Plasma Atomic Emission Spectrometer MPAES and its accessories",ocid,ocds-ozzobm-P000009/2025/2026/1000001000
0.releases.114.relatedProcesses.0,0.releases.114,0,P000041/2025/2026/0702000000,planning,Acquisition of Training Consumables and materials for Correctional Facilities,ocid,ocds-ozzobm-P000041/2025/2026/0702000000
0.releases.115.relatedProcesses.0,0.releases.115,0,P000041/2025/2026/0702000000,planning,Acquisition of Training Consumables and materials for Correctional Facilities,ocid,ocds-ozzobm-P000041/2025/2026/0702000000
0.releases.116.relatedProcesses.0,0.releases.116,0,P000035/2025/2026/0800000000,planning,Acquisition of Protocol staff clothes,ocid,ocds-ozzobm-P000035/2025/2026/0800000000
0.releases.117.relatedProcesses.0,0.releases.117,0,P000024/2025/2026/5900000000,planning,Supply of stationeries and other supplies in Nyamasheke District,ocid,ocds-ozzobm-P000024/2025/2026/5900000000
0.releases.118.relatedProcesses.0,0.releases.118,0,P000014/2025/2026/2901000000,planning,Hiring a consultant firm for Developing the new Results framework of RGF,ocid,ocds-ozzobm-P000014/2025/2026/2901000000
0.releases.119.relatedProcesses.0,0.releases.119,0,P000014/2025/2026/2901000000,planning,Hiring a consultant firm for Developing the new Results framework of RGF,ocid,ocds-ozzobm-P000014/2025/2026/2901000000
0.releases.120.relatedProcesses.0,0.releases.120,0,P000001/2025/2026/1804000000,planning,Supervision of proposed beautifications at Amahoro Stadium,ocid,ocds-ozzobm-P000001/2025/2026/1804000000
0.releases.121.relatedProcesses.0,0.releases.121,0,P000049/2025/2026/1305000000,planning,"Provision of Sports and Recreational Facilities for RFI Staff: Access to Gym, Aerobics, Sauna, and Swimming",ocid,ocds-ozzobm-P000049/2025/2026/1305000000
0.releases.122.relatedProcesses.0,0.releases.122,0,P000002/2025/2026/5300003001,planning,Tender for purchase of medical equipments,ocid,ocds-ozzobm-P000002/2025/2026/5300003001
0.releases.123.relatedProcesses.0,0.releases.123,0,P000011/2023/2024/1204000000,planning,Provide Services of codification and engraving of RPPA Assets,ocid,ocds-ozzobm-P000011/2023/2024/1204000000
0.releases.124.relatedProcesses.0,0.releases.124,0,P000015/2023/2024/1800000000,planning,Tender for annual provision of sport services and recreational facilities for MININFRA Staff.,ocid,ocds-ozzobm-P000015/2023/2024/1800000000
0.releases.125.relatedProcesses.0,0.releases.125,0,P000040/2025/2026/0901000000,planning,Supply of charcoal and wood wastes,ocid,ocds-ozzobm-P000040/2025/2026/0901000000
0.releases.126.relatedProcesses.0,0.releases.126,0,P000015/2023/2024/1800000000,planning,Tender for annual provision of sport services and recreational facilities for MININFRA Staff.,ocid,ocds-ozzobm-P000015/2023/2024/1800000000
0.releases.127.relatedProcesses.0,0.releases.127,0,P000015/2023/2024/1800000000,planning,Tender for annual provision of sport services and recreational facilities for MININFRA Staff.,ocid,ocds-ozzobm-P000015/2023/2024/1800000000
0.releases.128.relatedProcesses.0,0.releases.128,0,P000015/2023/2024/1800000000,planning,Tender for annual provision of sport services and recreational facilities for MININFRA Staff.,ocid,ocds-ozzobm-P000015/2023/2024/1800000000
0.releases.129.relatedProcesses.0,0.releases.129,0,P000012/2023/2024/1800000000,planning,Provision of Insurance services cover for Administration Office Complex Building( AOC),ocid,ocds-ozzobm-P000012/2023/2024/1800000000
0.releases.130.relatedProcesses.0,0.releases.130,0,P000041/2025/2026/1202000000,planning,Hiring a poverty dynamics analysis expert to provide technical assistance to support the design and analysis of the EICV8.,ocid,ocds-ozzobm-P000041/2025/2026/1202000000
0.releases.131.relatedProcesses.0,0.releases.131,0,P000092/2025/2026/1400000000,planning,Provision of  vehicle Insurance,ocid,ocds-ozzobm-P000092/2025/2026/1400000000
0.releases.132.relatedProcesses.0,0.releases.132,0,P000092/2025/2026/1400000000,planning,Provision of  vehicle Insurance,ocid,ocds-ozzobm-P000092/2025/2026/1400000000
0.releases.133.relatedProcesses.0,0.releases.133,0,P000038/2025/2026/0701000000,planning,SUPPLY OF FUEL FOR RNP ON FRAMEWORK AGREEMENT,ocid,ocds-ozzobm-P000038/2025/2026/0701000000
0.releases.134.relatedProcesses.0,0.releases.134,0,P000011/2025/2026/6200000000,planning,Rehabilitate Gaseke-Muyanza chipseal road (9.4km) by construction of bridges in Phase II in Gicumbi District,ocid,ocds-ozzobm-P000011/2025/2026/6200000000
